MaterialId,Reduced Formula,Elements,Crystal System,Space Group,Bandgap,Formation Energy Per Atom,Decomposition Energy Per Atom,microgravity_advantage_score,seed_score,density_ratio,mp_ratio,mp_compatible,target_sectors
63aff89a29,Ga4Hg11AsP3Br16,"['P', 'Ga', 'As', 'Br', 'Hg']",monoclinic,Cm,1.213,-0.8201,-0.0792,50.94,100,3.25,3.6,True,"['semiconductor', 'quantum', 'optical']"
9de690491d,La6AlInSiSe14,"['Al', 'Si', 'Se', 'In', 'La']",trigonal,P3,1.6293,-1.8448,-0.0178,50.72,100,3.14,3.93,True,"['semiconductor', 'quantum', 'optical']"
3708a6fbc4,Ga4Hg11As3PBr16,"['P', 'Ga', 'As', 'Br', 'Hg']",monoclinic,Cm,0.975,-0.8234,-0.0526,50.94,100,3.25,3.6,True,"['semiconductor', 'quantum', 'optical']"
cdf2daa6df,Cs12In2Sb4AsP,"['P', 'As', 'In', 'Sb', 'Cs']",monoclinic,Pm,0.5381,-0.4162,-0.0283,53.07,100,4.02,3.61,True,"['semiconductor', 'quantum', 'optical']"
615026aa97,RbInGa4(HgSe3)4,"['Ga', 'Se', 'Rb', 'In', 'Hg']",triclinic,P1,0.762,-0.7883,-0.0066,52.76,100,4.78,1.63,True,"['semiconductor', 'quantum', 'optical']"
81aab34b60,Ba4SiHg4Ge3Se16,"['Si', 'Ge', 'Se', 'Ba', 'Hg']",triclinic,P1,1.3478,-1.1011,-0.012,52.03,100,2.28,3.41,True,"['semiconductor', 'quantum', 'optical']"
7339800fd3,Ba4Si3Hg4GeSe16,"['Si', 'Ge', 'Se', 'Ba', 'Hg']",triclinic,P1,1.4864,-1.1413,-0.0077,52.03,100,2.28,3.41,True,"['semiconductor', 'quantum', 'optical']"
966efc4107,Rb8In5Ga3(SnSe4)8,"['Ga', 'Se', 'Rb', 'In', 'Sn']",triclinic,P1,1.4334,-0.9701,-0.0125,51.63,100,4.78,1.67,True,"['semiconductor', 'quantum', 'optical']"
e6060f5185,CsCd4In(GaSe3)4,"['Ga', 'Se', 'Cd', 'In', 'Cs']",triclinic,P1,1.2491,-0.9448,-0.009,53.85,100,4.63,1.97,True,"['semiconductor', 'quantum', 'optical']"
9648551738,K4InGa11Te20,"['K', 'Ga', 'In', 'Te']",triclinic,P1,0.9155,-0.7349,-0.0126,50.59,90,8.5,2.39,True,"['semiconductor', 'quantum', 'optical']"
d97ebee04d,KInGa2Se5,"['K', 'Ga', 'Se', 'In']",triclinic,P1,1.335,-1.0123,-0.0233,50.5,90,8.5,1.63,True,"['semiconductor', 'quantum', 'optical']"
03d9c56365,Mg2Ta3Nb(SbRh)6,"['Mg', 'Nb', 'Rh', 'Sb', 'Ta']",triclinic,P1,0.884,-0.5709,-0.0883,50.6,90,9.57,3.64,True,"['quantum', 'superalloy', 'defense']"
9fdeaa6346,Na4In9Ga3Te20,"['Na', 'Ga', 'In', 'Te']",trigonal,R3,1.0985,-0.6962,-0.0281,51.12,90,7.54,2.39,True,"['semiconductor', 'quantum', 'optical']"
9dec426491,K6Ba6AlInP8,"['Al', 'P', 'K', 'In', 'Ba']",trigonal,P3m1,0.8736,-0.7266,-0.0252,51.1,90,8.5,3.15,True,"['semiconductor', 'battery', 'quantum', 'optical']"
7a2e756d5c,Na4In3Ga9Te20,"['Na', 'Ga', 'In', 'Te']",trigonal,R3,1.1217,-0.7045,-0.0114,51.12,90,7.54,2.39,True,"['semiconductor', 'quantum', 'optical']"
65529859f8,KNa2Tl(Ga3Te5)4,"['Na', 'K', 'Ga', 'Te', 'Tl']",monoclinic,C2,0.8117,-0.6827,-0.0051,51.26,90,7.26,2.39,True,"['semiconductor', 'battery', 'optical']"
daf9eed993,K6InAsP2,"['P', 'K', 'As', 'In']",triclinic,P1,0.6489,-0.3604,-0.0026,55.29,90,8.5,3.44,True,"['semiconductor', 'battery', 'quantum', 'optical']"
99cae4430a,K4AlGa3(GeSe4)4,"['Al', 'K', 'Ga', 'Ge', 'Se']",triclinic,P1,1.5673,-0.9817,-0.0286,50.46,90,6.87,4.0,True,"['semiconductor', 'quantum', 'optical']"
27965b732a,MgTaNb(SbRh)3,"['Mg', 'Nb', 'Rh', 'Sb', 'Ta']",triclinic,P1,0.7963,-0.5786,-0.0839,50.6,90,9.57,3.64,True,"['quantum', 'superalloy', 'defense']"
2685d79168,K8Na4In3GaSb8,"['Na', 'K', 'Ga', 'In', 'Sb']",monoclinic,C2,0.5523,-0.5214,-0.0039,55.82,90,8.5,2.98,True,"['semiconductor', 'battery', 'quantum', 'optical']"
cfc5589dbb,K2In(GaTe2)5,"['K', 'Ga', 'In', 'Te']",triclinic,P1,0.9716,-0.7366,-0.0144,50.59,90,8.5,2.39,True,"['semiconductor', 'quantum', 'optical']"
a23908e6ca,K2Na2In9Ga3Te20,"['Na', 'K', 'Ga', 'In', 'Te']",triclinic,P1,1.0973,-0.7186,-0.022,55.76,90,8.5,2.39,True,"['semiconductor', 'battery', 'quantum', 'optical']"
9b53b06ae8,K8Na4InGa3Sb8,"['Na', 'K', 'Ga', 'In', 'Sb']",monoclinic,C2,0.5504,-0.5076,-0.0139,55.82,90,8.5,2.98,True,"['semiconductor', 'battery', 'quantum', 'optical']"
fd25b47f4f,KInGa2Te5,"['K', 'Ga', 'In', 'Te']",triclinic,P1,1.0334,-0.7395,-0.0173,50.59,90,8.5,2.39,True,"['semiconductor', 'quantum', 'optical']"
8c9c9afe3f,Rb2NaInAsP,"['Na', 'P', 'As', 'Rb', 'In']",orthorhombic,Ima2,0.7191,-0.4362,-0.0772,55.2,90,7.54,3.49,True,"['semiconductor', 'battery', 'quantum', 'optical']"
6fbc08809b,Na6GaAsP2,"['Na', 'P', 'Ga', 'As']",triclinic,P1,0.7979,-0.4101,-0.0216,51.62,90,6.09,3.6,True,"['semiconductor', 'battery', 'quantum', 'optical']"
b3571a3e5a,K12In2As5P,"['P', 'K', 'As', 'In']",triclinic,P1,0.5449,-0.404,-0.0038,55.29,90,8.5,3.44,True,"['semiconductor', 'battery', 'quantum', 'optical']"
97a61b7611,K12Ga2AsP5,"['P', 'K', 'Ga', 'As']",triclinic,P1,0.6885,-0.3704,-0.0309,52.71,90,6.87,3.6,True,"['semiconductor', 'battery', 'quantum', 'optical']"
2ba733c07f,Rb4Na2In2As3P,"['Na', 'P', 'As', 'Rb', 'In']",monoclinic,Cm,0.6377,-0.4559,-0.0957,54.25,90,7.54,3.49,True,"['semiconductor', 'battery', 'quantum', 'optical']"
de4eafc571,Ba3Ta3Si4W3O26,"['O', 'Si', 'Ba', 'Ta', 'W']",trigonal,P31m,1.2528,-3.0949,-0.0105,53.0,90,8.26,3.69,True,"['quantum', 'superalloy', 'optical', 'defense']"
c10f29e76b,Cs2NaGaAsP,"['Na', 'P', 'Ga', 'As', 'Cs']",orthorhombic,Ima2,1.0526,-0.4598,-0.0191,52.83,90,6.09,3.61,True,"['semiconductor', 'battery', 'quantum', 'optical']"
ed55997f03,K6GaAsP2,"['P', 'K', 'Ga', 'As']",triclinic,P1,0.6065,-0.3835,-0.0232,52.71,90,6.87,3.6,True,"['semiconductor', 'battery', 'quantum', 'optical']"
4df564d17c,Re5GeMoAs13,"['Ge', 'As', 'Mo', 'Re']",orthorhombic,Imm2,0.4997,-0.1503,-0.0511,52.99,90,3.95,3.17,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
9450394147,K6Ba6InGaSb8,"['K', 'Ga', 'In', 'Sb', 'Ba']",trigonal,P3m1,0.5311,-0.817,-0.0269,55.03,90,8.5,3.3,True,"['semiconductor', 'quantum', 'optical']"
e5c8ffc663,K4In9Ga3Te20,"['K', 'Ga', 'In', 'Te']",trigonal,R3,1.0698,-0.7374,-0.0211,52.48,90,8.5,2.39,True,"['semiconductor', 'quantum', 'optical']"
827801ca50,K4InGa3(GeSe4)4,"['K', 'Ga', 'Ge', 'Se', 'In']",triclinic,P1,1.5299,-0.9462,-0.0246,61.27,90,8.5,4.0,True,"['semiconductor', 'quantum', 'optical']"
d572d15629,K4In3Ga9Te20,"['K', 'Ga', 'In', 'Te']",trigonal,R3,1.0152,-0.738,-0.0157,52.48,90,8.5,2.39,True,"['semiconductor', 'quantum', 'optical']"
eb4cfc48ca,K6In(GaAs2)3,"['K', 'Ga', 'As', 'In']",monoclinic,C2/m,0.8191,-0.464,-0.0018,52.81,90,8.5,3.6,True,"['semiconductor', 'quantum', 'optical']"
e8f404f194,K6Ba6InGaP8,"['P', 'K', 'Ga', 'In', 'Ba']",trigonal,P3m1,0.7921,-0.7047,-0.0236,59.62,90,8.5,3.3,True,"['semiconductor', 'battery', 'quantum', 'optical']"
65aa91888b,K12InGa7As12,"['K', 'Ga', 'As', 'In']",monoclinic,C2,0.8577,-0.4695,-0.0034,52.81,90,8.5,3.6,True,"['semiconductor', 'quantum', 'optical']"
6bbb7f90ff,Na12Ga2As5P,"['Na', 'P', 'Ga', 'As']",triclinic,P1,0.6196,-0.4319,-0.0182,51.62,90,6.09,3.6,True,"['semiconductor', 'battery', 'quantum', 'optical']"
5e509ae345,RbNa3In3Ga9Te20,"['Na', 'Ga', 'Rb', 'In', 'Te']",trigonal,R3,1.1009,-0.7116,-0.0039,51.66,90,7.54,2.39,True,"['semiconductor', 'quantum', 'optical']"
9f249fbacb,Rb12Na8Ge4As7P5,"['Na', 'P', 'Ge', 'As', 'Rb']",triclinic,P1,0.5536,-0.3896,-0.0241,51.55,90,5.91,3.88,True,"['semiconductor', 'battery', 'quantum', 'optical']"
8cd75aff56,K12In2AsP5,"['P', 'K', 'As', 'In']",triclinic,P1,0.6992,-0.345,-0.0014,55.29,90,8.5,3.44,True,"['semiconductor', 'battery', 'quantum', 'optical']"
9ed47f313b,K12In2(AsP)3,"['P', 'K', 'As', 'In']",triclinic,P1,0.6148,-0.3744,-0.0025,55.29,90,8.5,3.44,True,"['semiconductor', 'battery', 'quantum', 'optical']"
d0524d7cb6,Na4Al10InGaTe20,"['Na', 'Al', 'Ga', 'In', 'Te']",triclinic,P1,1.4588,-0.7938,-0.0283,51.83,90,7.54,3.08,True,"['semiconductor', 'quantum', 'optical']"
89acff5850,Na4Al7In4GaTe20,"['Na', 'Al', 'Ga', 'In', 'Te']",triclinic,P1,1.3256,-0.7682,-0.0334,51.83,90,7.54,3.08,True,"['semiconductor', 'quantum', 'optical']"
dc28cfa450,Na4AlIn4Ga7Te20,"['Na', 'Al', 'Ga', 'In', 'Te']",triclinic,P1,1.2075,-0.7131,-0.0172,51.83,90,7.54,3.08,True,"['semiconductor', 'quantum', 'optical']"
351d73ad51,RbNa3In9Ga3Te20,"['Na', 'Ga', 'Rb', 'In', 'Te']",trigonal,R3,1.097,-0.7079,-0.0251,51.66,90,7.54,2.39,True,"['semiconductor', 'quantum', 'optical']"
e5798595a8,Na12Ga2AsP5,"['Na', 'P', 'Ga', 'As']",triclinic,P1,0.8822,-0.4016,-0.0255,51.62,90,6.09,3.6,True,"['semiconductor', 'battery', 'quantum', 'optical']"
be2b951af9,KNa3In(GaSe2)3,"['Na', 'K', 'Ga', 'Se', 'In']",triclinic,P1,1.0209,-1.0719,-0.0112,55.63,90,8.5,1.63,True,"['semiconductor', 'battery', 'quantum', 'optical']"
9d8480a452,K12Na6Ga2AsP7,"['Na', 'P', 'K', 'Ga', 'As']",trigonal,P-3m1,0.8712,-0.367,-0.0101,57.26,90,6.87,3.6,True,"['semiconductor', 'battery', 'quantum', 'optical']"
ee8e2b14a2,Li2SiHgSe4,"['Li', 'Si', 'Se', 'Hg']",orthorhombic,Pmn2_1,1.361,-0.9644,-0.0352,65.02,90,9.01,3.72,True,"['semiconductor', 'optical']"
9517f69293,K4In7(GaTe4)5,"['K', 'Ga', 'In', 'Te']",triclinic,P1,1.104,-0.7409,-0.0222,50.59,90,8.5,2.39,True,"['semiconductor', 'quantum', 'optical']"
e5d6fee95f,K6Sr6InGaP8,"['P', 'K', 'Ga', 'Sr', 'In']",trigonal,P3m1,0.9843,-0.7138,-0.0237,57.39,90,8.5,3.47,True,"['semiconductor', 'battery', 'quantum', 'optical']"
ee381e06eb,KNa3In4(Ga2Te5)4,"['Na', 'K', 'Ga', 'In', 'Te']",triclinic,P1,1.0878,-0.7136,-0.0105,55.76,90,8.5,2.39,True,"['semiconductor', 'battery', 'quantum', 'optical']"
33ce426d6e,K12Ga2As5P,"['P', 'K', 'Ga', 'As']",triclinic,P1,0.5225,-0.4186,-0.0109,52.71,90,6.87,3.6,True,"['semiconductor', 'battery', 'quantum', 'optical']"
f9fd11fa8b,Cs12K6InGaSb8,"['K', 'Ga', 'In', 'Sb', 'Cs']",hexagonal,P-6m2,0.6419,-0.4771,-0.03,53.94,90,8.5,2.99,True,"['semiconductor', 'quantum', 'optical']"
b2e285e29b,CdGa2Sb2(PO4)6,"['O', 'P', 'Ga', 'Cd', 'Sb']",trigonal,R-3,3.1461,-2.4213,-0.0013,53.81,90,4.75,2.98,True,"['semiconductor', 'quantum', 'optical']"
0e504d9c82,Ba3NbSi4W5O26,"['O', 'Si', 'Nb', 'Ba', 'W']",triclinic,P1,1.4884,-2.8431,-0.023,50.28,90,8.26,3.69,True,"['quantum', 'superalloy', 'optical', 'defense']"
05fc7c64a1,Mg2Ta3Nb(CoSb)6,"['Mg', 'Co', 'Nb', 'Sb', 'Ta']",triclinic,P1,0.9883,-0.4528,-0.1296,50.36,90,9.57,3.64,True,"['quantum', 'superalloy', 'defense']"
c3d11d0482,K4Al3Ga(GeSe4)4,"['Al', 'K', 'Ga', 'Ge', 'Se']",triclinic,P1,1.6008,-1.0327,-0.0247,50.46,90,6.87,4.0,True,"['semiconductor', 'quantum', 'optical']"
ad2894363c,Cs12K6InGaAs8,"['K', 'Ga', 'As', 'In', 'Cs']",hexagonal,P-6m2,0.56,-0.3665,-0.0145,56.09,90,8.5,3.61,True,"['semiconductor', 'quantum', 'optical']"
a88c82aa64,InSi2Te6As,"['Si', 'As', 'In', 'Te']",trigonal,P312,0.4915,-0.3823,-0.0659,56.34,90,3.14,3.93,True,"['semiconductor', 'quantum', 'optical']"
5c5f7dcafd,Ba3Nb2Si4(W2O13)2,"['O', 'Si', 'Nb', 'Ba', 'W']",monoclinic,Cm,1.4264,-2.9235,-0.0186,50.28,90,8.26,3.69,True,"['quantum', 'superalloy', 'optical', 'defense']"
fd7c220a97,MgTaNb(CoSb)3,"['Mg', 'Co', 'Nb', 'Sb', 'Ta']",triclinic,P1,0.9603,-0.4609,-0.127,50.36,90,9.57,3.64,True,"['quantum', 'superalloy', 'defense']"
ad5c231870,Cs4Cd4Ge4SbAs7,"['Ge', 'As', 'Cd', 'Sb', 'Cs']",triclinic,P1,0.7146,-0.3134,-0.0369,53.76,85,4.63,4.01,False,"['semiconductor', 'quantum', 'optical']"
feed7b24b7,Cs2ZnCd(GeAs2)2,"['Zn', 'Ge', 'As', 'Cd', 'Cs']",triclinic,P-1,0.7975,-0.3178,-0.0341,53.81,85,4.63,4.01,False,"['semiconductor', 'quantum', 'optical']"
b3a83e17a9,Rb4Zn3Si4HgAs8,"['Si', 'Zn', 'As', 'Rb', 'Hg']",triclinic,P1,1.2447,-0.3238,-0.0133,54.19,85,4.66,5.41,False,"['semiconductor', 'quantum', 'optical']"
22d8705596,Li3PaS4,"['Li', 'S', 'Pa']",monoclinic,P2/c,1.7084,-1.7337,-0.2494,56.66,85,3.88,1.17,True,['battery']
da96ad94a5,Rb4Zn4Si3GeAs8,"['Si', 'Zn', 'Ge', 'As', 'Rb']",triclinic,P1,1.1229,-0.3414,-0.0252,57.14,85,4.66,5.41,False,"['semiconductor', 'quantum', 'optical']"
107fa655e2,Cs4CdSi4Sn3As8,"['Si', 'As', 'Cd', 'Sn', 'Cs']",triclinic,P1,0.6438,-0.3121,-0.0394,53.05,85,4.63,5.59,False,"['semiconductor', 'quantum', 'optical']"
c8db2542a2,Cs4InGa3(GeSe4)4,"['Ga', 'Ge', 'Se', 'In', 'Cs']",triclinic,P1,1.5602,-0.975,-0.0561,54.68,85,3.91,4.01,False,"['semiconductor', 'quantum', 'optical']"
7acb0740ed,Cs4Cd3Si4HgAs8,"['Si', 'As', 'Cd', 'Cs', 'Hg']",triclinic,P1,0.8356,-0.3131,-0.0298,52.04,85,4.63,5.59,False,"['semiconductor', 'quantum', 'optical']"
79c4ec9f6b,Rb4Zn4Si4SbAs7,"['Si', 'Zn', 'As', 'Rb', 'Sb']",triclinic,P1,1.0185,-0.3403,-0.0276,55.03,85,4.66,5.41,False,"['semiconductor', 'quantum', 'optical']"
4b00076c64,Cs2InGa(GeSe4)2,"['Ga', 'Ge', 'Se', 'In', 'Cs']",monoclinic,P2_1,1.5889,-0.9665,-0.0486,54.68,85,3.91,4.01,False,"['semiconductor', 'quantum', 'optical']"
b149516af7,Cs2CdSn(GeAs2)2,"['Ge', 'As', 'Cd', 'Sn', 'Cs']",triclinic,P-1,0.8131,-0.3181,-0.0515,51.55,85,4.63,4.01,False,"['semiconductor', 'quantum', 'optical']"
211adf75d9,Cs2ZnCd(SiAs2)2,"['Si', 'Zn', 'As', 'Cd', 'Cs']",triclinic,P-1,0.8997,-0.3444,-0.0322,55.3,85,4.63,5.59,False,"['semiconductor', 'quantum', 'optical']"
2b7fea730d,Cs4ZnCd3(SiAs2)4,"['Si', 'Zn', 'As', 'Cd', 'Cs']",triclinic,P1,0.8986,-0.3377,-0.0341,55.3,85,4.63,5.59,False,"['semiconductor', 'quantum', 'optical']"
f0c2c7f162,Cs4Zn3Cd(SiAs2)4,"['Si', 'Zn', 'As', 'Cd', 'Cs']",triclinic,P1,1.0749,-0.3472,-0.0297,55.3,85,4.63,5.59,False,"['semiconductor', 'quantum', 'optical']"
ebe0402b4a,Cs2Cd2SiGeAs4,"['Si', 'Ge', 'As', 'Cd', 'Cs']",triclinic,P-1,0.7934,-0.3259,-0.0398,57.41,85,4.63,5.59,False,"['semiconductor', 'quantum', 'optical']"
51a39b5d82,Cs4Cd4Si4As7P,"['Si', 'P', 'As', 'Cd', 'Cs']",triclinic,P1,0.9107,-0.3288,-0.0328,55.52,85,4.75,5.59,False,"['semiconductor', 'quantum', 'optical']"
f7039d99e1,K2Rb7In9GeSb22,"['K', 'Ge', 'Rb', 'In', 'Sb']",triclinic,P1,0.4916,-0.3718,-0.0194,51.11,80,8.5,3.88,True,"['semiconductor', 'quantum', 'optical']"
d21c16bdff,K5Rb4In9GeSb22,"['K', 'Ge', 'Rb', 'In', 'Sb']",triclinic,P1,0.4992,-0.3708,-0.012,51.11,80,8.5,3.88,True,"['semiconductor', 'quantum', 'optical']"
8e5e368c2e,KBa2NpO6,"['O', 'K', 'Ba', 'Np']",cubic,Fm-3m,1.4032,-2.9943,-0.0502,51.29,80,4.08,2.98,True,[]
2b0eb865ff,Sr2LiNpO6,"['Li', 'O', 'Sr', 'Np']",tetragonal,I4/m,1.1853,-3.1528,-0.2802,69.42,80,4.94,2.31,True,[]
67da9baa96,SiGe(AsAu)2,"['Si', 'Ge', 'As', 'Au']",triclinic,P1,0.3108,-0.0853,-0.0223,57.4,80,8.28,1.55,True,"['semiconductor', 'quantum', 'optical']"
90b6d6e757,Li5CaNp2N7,"['Li', 'N', 'Ca', 'Np']",triclinic,P1,0.6069,-0.997,-0.1785,67.73,80,2.9,2.46,True,[]
39084876a5,Re3SiAs6,"['Si', 'As', 'Re']",orthorhombic,Fmm2,0.3289,-0.1283,-0.0063,52.07,80,9.02,3.17,True,"['semiconductor', 'quantum', 'optical']"
90bec05bb7,K11In2Sb4As,"['K', 'As', 'In', 'Sb']",triclinic,P-1,0.3717,-0.4604,-0.0264,50.63,80,8.5,3.24,True,"['semiconductor', 'quantum', 'optical']"
2bd6169b18,Na16SnGeP8,"['Na', 'P', 'Ge', 'Sn']",cubic,F-43m,0.4816,-0.3556,-0.0041,50.83,80,7.52,3.82,True,"['semiconductor', 'battery', 'optical']"
68cfc2fe59,LiCa2NpO6,"['Li', 'O', 'Ca', 'Np']",monoclinic,P2_1/c,1.2059,-3.1753,-0.2509,67.73,80,2.9,2.46,True,[]
898b857462,Hf4AlSi5Ir7,"['Al', 'Si', 'Hf', 'Ir']",tetragonal,I4mm,0.3735,-1.0146,-0.1973,50.73,80,9.68,2.91,True,"['quantum', 'superalloy', 'defense']"
1852dcf889,KRb2In(AsSe2)6,"['K', 'As', 'Se', 'Rb', 'In']",trigonal,P-3,1.8073,-0.7164,-0.014,52.84,80,8.5,3.49,True,"['semiconductor', 'quantum', 'optical']"
7dab1e8b1c,Na6Sr6InGaAs8,"['Na', 'Ga', 'As', 'Sr', 'In']",trigonal,P3m1,0.4918,-0.8059,-0.0065,53.68,80,7.54,3.6,True,"['semiconductor', 'quantum', 'optical']"
624ca783f4,K6Rb12InGaSb8,"['K', 'Ga', 'Rb', 'In', 'Sb']",hexagonal,P-6m2,0.3654,-0.4644,-0.0338,54.0,80,8.5,2.98,True,"['semiconductor', 'quantum', 'optical']"
7519fdb072,Ba3Ta3Nb3(Si2O13)2,"['O', 'Si', 'Nb', 'Ba', 'Ta']",trigonal,P31m,2.8147,-3.3402,-0.0014,51.98,80,7.15,3.29,True,"['quantum', 'superalloy', 'optical', 'defense']"
825888e582,Cs2LiNp3O12,"['Li', 'O', 'Cs', 'Np']",trigonal,R-3m,0.9995,-2.9423,-0.2746,69.56,80,3.5,1.5,True,[]
be48ef2dac,Hf6Ti6Al2Si8Os7,"['Al', 'Si', 'Ti', 'Hf', 'Os']",orthorhombic,Imm2,0.3187,-0.8355,-0.0613,54.24,80,9.7,3.54,True,"['quantum', 'superalloy', 'defense']"
2d9dce9a10,CsK2In(AsSe2)6,"['K', 'As', 'Se', 'In', 'Cs']",trigonal,P3,1.8126,-0.7177,-0.0109,52.78,80,8.5,3.61,True,"['semiconductor', 'quantum', 'optical']"
733054f8ce,Na20ZrTi(SiAs6)2,"['Na', 'Si', 'Ti', 'As', 'Zr']",triclinic,P1,0.891,-0.5003,-0.0025,51.18,75,6.71,5.74,False,"['semiconductor', 'battery', 'quantum', 'optical']"
30f425cc93,Rb2InGa(SiSe4)2,"['Si', 'Ga', 'Se', 'Rb', 'In']",monoclinic,P2_1,2.0528,-1.0297,-0.0228,57.34,75,4.78,5.57,False,"['semiconductor', 'quantum', 'optical']"
4ca4a673d2,SnGeIr2(RhSe5)2,"['Ge', 'Se', 'Rh', 'Sn', 'Ir']",monoclinic,Pm,0.4287,-0.7151,-0.0191,50.65,75,4.69,5.5,False,"['semiconductor', 'optical', 'defense']"
9f1d3759a9,Na2In2SiTe6,"['Na', 'Si', 'In', 'Te']",monoclinic,Cc,1.0471,-0.6874,-0.017,50.54,75,7.54,4.55,False,"['semiconductor', 'quantum', 'optical']"
cdd9792627,Ta8CoCuGeAs,"['Co', 'Cu', 'Ge', 'As', 'Ta']",tetragonal,P422,,-0.2842,-0.0222,50.0,75,3.13,3.02,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
74cdb559d3,Na4Si11GeP12,"['Na', 'Si', 'P', 'Ge']",monoclinic,Pm,1.4774,-0.246,-0.047,51.38,75,5.48,5.32,False,"['semiconductor', 'battery', 'quantum', 'optical']"
f07261b076,Nb4Si2Ni4GeAs,"['Si', 'Ni', 'Ge', 'As', 'Nb']",monoclinic,Pm,,-0.6254,-0.0069,51.33,75,3.82,2.52,True,"['semiconductor', 'quantum', 'superalloy', 'optical']"
55120e9cdd,Ba3UGa3(SiO7)2,"['O', 'Si', 'Ga', 'Ba', 'U']",trigonal,P321,0.7632,-3.1232,-0.0114,51.3,75,8.18,5.57,False,"['semiconductor', 'quantum', 'optical']"
783abb8342,Li2HgP2O7,"['Li', 'O', 'P', 'Hg']",triclinic,P-1,2.7499,-2.4097,-0.0149,55.38,75,3.41,1.43,True,['battery']
196875392e,Ti4Nb2Co16Si6Ge,"['Si', 'Ti', 'Co', 'Ge', 'Nb']",orthorhombic,Imm2,0.0004,-0.5639,-0.0074,50.84,75,3.82,2.27,True,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical']"
7843f14298,K6Na4TiSiAs6,"['Na', 'Si', 'K', 'Ti', 'As']",orthorhombic,C222_1,0.8488,-0.5142,-0.0421,50.8,75,6.66,5.78,False,"['semiconductor', 'battery', 'quantum', 'optical']"
51a8e3fde6,Rb20Si3Ge(AsP5)2,"['Si', 'P', 'Ge', 'As', 'Rb']",monoclinic,Pm,0.3702,-0.3481,-0.0654,55.6,75,3.75,5.41,False,"['semiconductor', 'quantum', 'optical']"
9b21304e16,Ti4Nb4Co8Si13As,"['Si', 'Ti', 'Co', 'As', 'Nb']",orthorhombic,Fmm2,,-0.7068,-0.0111,50.82,75,3.82,2.52,True,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical']"
66826ff538,TaNb3Ga2(Co2Sb)2,"['Co', 'Ga', 'Nb', 'Sb', 'Ta']",monoclinic,C2,0.7711,-0.4117,-0.0526,50.87,75,2.82,10.86,False,"['semiconductor', 'quantum', 'superalloy', 'defense']"
fa2f054da2,Cs2TiZn3AsP3,"['P', 'Ti', 'Zn', 'As', 'Cs']",triclinic,P1,0.6433,-0.5592,-0.0777,50.05,75,3.92,6.43,False,"['semiconductor', 'battery', 'quantum', 'optical']"
95982f3c4f,Cs2TiZn3As3P,"['P', 'Ti', 'Zn', 'As', 'Cs']",triclinic,P1,0.5754,-0.5534,-0.0727,50.05,75,3.92,6.43,False,"['semiconductor', 'battery', 'quantum', 'optical']"
5b2e284688,KNa3Si12As7P5,"['Na', 'Si', 'P', 'K', 'As']",monoclinic,Pm,1.3835,-0.2391,-0.0344,55.77,75,6.66,5.32,False,"['semiconductor', 'battery', 'quantum', 'optical']"
4e2b2d4b84,K3RbZn4(SiAs2)4,"['Si', 'K', 'Zn', 'As', 'Rb']",triclinic,P1,1.14,-0.3534,-0.0158,51.79,75,8.29,5.41,False,"['semiconductor', 'quantum', 'optical']"
cc0a6ac57c,KRb3Zn4(SiAs2)4,"['Si', 'K', 'Zn', 'As', 'Rb']",triclinic,P1,1.1503,-0.3506,-0.0267,51.79,75,8.29,5.41,False,"['semiconductor', 'quantum', 'optical']"
fdfeb27daa,K3TlSi12AsP11,"['Si', 'P', 'K', 'As', 'Tl']",monoclinic,Pm,1.2004,-0.2565,-0.0394,65.23,75,6.66,5.32,False,"['semiconductor', 'battery', 'quantum', 'optical']"
78b811d1bd,NaSiGe2P3,"['Na', 'Si', 'P', 'Ge']",orthorhombic,Pmc2_1,1.3893,-0.2232,-0.0422,52.33,75,5.48,5.32,False,"['semiconductor', 'battery', 'quantum', 'optical']"
eec8565467,Zr6Nb4ZnSi4GeN2,"['N', 'Si', 'Zn', 'Ge', 'Zr', 'Nb']",orthorhombic,Amm2,,-1.0184,-0.0527,52.18,75,3.68,3.97,True,"['semiconductor', 'quantum', 'optical', 'energy']"
7c37e90df7,Ti3Nb5Fe2Co6Si13As,"['Si', 'Ti', 'Fe', 'Co', 'As', 'Nb']",triclinic,P1,,-0.6795,-0.0079,52.43,75,3.82,2.52,True,"['semiconductor', 'battery', 'quantum', 'superalloy', 'optical']"
0360e4233d,K20Si3GeP12,"['Si', 'P', 'K', 'Ge']",monoclinic,Pm,0.6516,-0.3908,-0.0326,52.36,75,6.19,5.32,False,"['semiconductor', 'battery', 'quantum', 'optical']"
ff3baedd54,Hf18Re5GeAsW3,"['Ge', 'As', 'Hf', 'W', 'Re']",orthorhombic,Amm2,0.0023,-0.3403,-0.0068,52.44,75,3.95,3.39,True,"['semiconductor', 'quantum', 'superalloy', 'optical', 'defense']"
ddcb57f8fe,Na4InGa3(SiSe6)2,"['Na', 'Si', 'Ga', 'Se', 'In']",triclinic,P1,1.7918,-1.0132,-0.0122,61.23,75,7.54,5.57,False,"['semiconductor', 'quantum', 'optical']"
